env,state_x,sample_y,num_games,num_success,pass_rate,mean_reward,std_reward,min_reward,max_reward,condition,notebook_hash,notebook_size_lines,source_notebook_hash,source_notebook_size_lines,reference_prompt_matches_template,updater_prompt_notebook_matches_state
frozen_lake,1,1,20,2,0.1,0.1,0.30779350562554625,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,2,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,3,20,0,0.0,0.0,0.0,0.0,0.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,4,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,5,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,6,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,7,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,8,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,original,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,1,20,1,0.05,0.05,0.22360679774997896,0.0,1.0,updated,ab0ae2f1d7ab2973fe791fd7149e4d2419fbc836ab2d2ea8f0118111456abd10,13,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
frozen_lake,1,2,20,0,0.0,0.0,0.0,0.0,0.0,updated,cc0ef23aa4bcc88de78bafe55ce571b0ed1a8d258e77f52b1e0876f1c2264985,15,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
