env,state_x,num_samples,total_games,total_success,overall_pass_rate,mean_sample_pass_rate,std_sample_pass_rate,sem_sample_pass_rate,min_sample_pass_rate,max_sample_pass_rate,condition,num_unique_notebook_hashes,notebook_hash,notebook_size_lines,min_notebook_size_lines,max_notebook_size_lines,source_notebook_hash,source_notebook_size_lines,reference_prompt_matches_template,updater_prompt_notebook_matches_state
sokoban,2,8,160,59,0.36875,0.36875,0.14865468134476723,0.05255736661700513,0.25,0.65,updated,6,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b;6978ee9ff3195d3eb50bf439156e4a6d72c7d093fd4c7fee88930849fe97de79;92b90b2ae50f3564f6afb90e565d14886064d5943d8f281b92cd4f92648455a5;e4c5f01e409cb7fd7dd4015d1dd05d6de191535ff5f8aeb8e6aaccdc2e16788b;ec1f0a69d9b1bfad9e5d209abec4a8a59f41ba3d4efe7d9dcc1ec45947498a05;fb0bcaa8b57e5035ad9c48462db0d0a18c4feae67e9bfd4c0641451326063846,15.375,11,25,0e61043d9626e44e976ccfc887a7d3559fce5744e69799100b9533cba51da21b,11,True,True
sokoban,6,8,160,59,0.36875,0.36875,0.06512350903146596,0.023024637425406475,0.3,0.5,original,1,893d8bdaf1d9e72c17baa8e167c9be6179690a00226a0d8d7604256c5397c20c,19.0,19,19,893d8bdaf1d9e72c17baa8e167c9be6179690a00226a0d8d7604256c5397c20c,19,True,True
sokoban,6,8,160,49,0.30625,0.30625,0.1015504800579495,0.03590351654086268,0.2,0.45,updated,8,296ffb3be2b8998b7f2574966f9ce975570b94006801e503c400d6bbbd05f322;35e9225c2af4078cfe7ab89df9eec76863e1de76872bec37a2a1cf3fb8844e5a;5c28a6fcd81fee3990bda533b6acede4a61f6773b856a78d24dd3c533febc34c;b4c6018540b1eedcac7ea89d7270250278a78a6f1ce1fe1bf1966ccaca8cc1be;c1f7d9072356f3cce42ecafbac51b91e8ac5fafc71007ce31f74d99ff53b6511;cd116489082d02ca2cc5c3b2576b2985be5a7be2244d2e63c68cf802aa87d142;dc574329dd17f5d382fe57462384dfb34fd7579fb316f6b0fe5613e61987709e;fde8ede505b18c47f7c56967246daf9c6cf9de78e257741e97e4efc999a758ab,19.75,19,20,893d8bdaf1d9e72c17baa8e167c9be6179690a00226a0d8d7604256c5397c20c,19,True,True
sokoban,10,8,160,52,0.325,0.32499999999999996,0.037796447300922714,0.013363062095621216,0.25,0.35,original,1,49367208399fb014a9e8925662d69ac76bb8a3b2f1a4f3f705d205f1e80f813a,23.0,23,23,49367208399fb014a9e8925662d69ac76bb8a3b2f1a4f3f705d205f1e80f813a,23,True,True
sokoban,10,8,160,45,0.28125,0.28125,0.0458062690656452,0.01619496173858665,0.2,0.35,updated,8,0e748891049c435426cb14cf244b02bf1fb783cefadbc1276a8f1b53a3764ecc;2ad015efb9e7f03fc58a0556b238696053b5a4d60098b4faa5e158cc53db40da;49377f056c6557119d8bf8f4551e2ce102deb93e84ef6a1892ce46c68d1a1bb4;58f4a63e46f074c31c49ac03a0793a325170d52434e525bc3c1f7ee0b740d472;8c121364ecb8537ef5378d020c56e79b3d9d51fb13672b2171356483b3c1392c;a611da13618cc93aa8177c9d47d88bf1423399b0e91b0f48b75e41008dd5631c;ae683b676961df90a5e6d9280bde09885d434d3738fdf3615eed094916eae8c8;cddc4795a41b6fa81b3a66871f23427a3e804eb46defec0e26f298276163c0e3,23.625,23,24,49367208399fb014a9e8925662d69ac76bb8a3b2f1a4f3f705d205f1e80f813a,23,True,True
sokoban,14,8,160,50,0.3125,0.3125,0.05175491695067657,0.018298126367784998,0.25,0.4,original,1,f1c02f3901c9ca587690eb0556e9f4e2d8aba9b388824591dd7b2d7f5b58e7b5,19.0,19,19,f1c02f3901c9ca587690eb0556e9f4e2d8aba9b388824591dd7b2d7f5b58e7b5,19,True,True
sokoban,14,8,160,45,0.28125,0.28125,0.0458062690656452,0.01619496173858665,0.2,0.35,updated,8,0108b6972437872ff3a292ad2c735f81bf82027e54fda6e8b8949c3ebf1f1b41;2fa405008f05abb0c969c67091730368ffde48dd27f0e9a546b05cb549218ab2;76216fd2161e1d601c746fb239d0924e60b1d430a13117947eb37f07bb7449fb;77d8a02b3896cd3fa3d2cc45c3ef1c1833df4b297c73acf424a04a0e052cefea;7d0fa89148abab83f3da6229e8cfcf0c219cc84e8a5bff7a3321deab87c81c78;8b8340f7f4695d8b5989fcdf017b697533dad816efc001338e56ffb562d49346;d14996d6bd047df1d4270ac7ef6106f68f0853cadf434db209a5f4297713de68;f48478e70d578ca8f2af3811a31789b1d1e897f6721f59f6d6c5a711d5aac721,20.0,20,20,f1c02f3901c9ca587690eb0556e9f4e2d8aba9b388824591dd7b2d7f5b58e7b5,19,True,True
sokoban,18,8,160,79,0.49375,0.49375,0.07288689868556625,0.025769410160110372,0.4,0.6,original,1,2b21020f1f8d2715eb449d6a0b8f2ce49e87b207ac51b44e6784bd284b4915b6,19.0,19,19,2b21020f1f8d2715eb449d6a0b8f2ce49e87b207ac51b44e6784bd284b4915b6,19,True,True
sokoban,18,8,160,58,0.3625,0.3625,0.09543135154205278,0.0337400779065914,0.2,0.5,updated,8,155bf98e331c0efaafa0e5f2bcd41998ae816633da8a9dfd5a38d7ae65a5a98b;2f7742b4f2607756ec264a91b18e4ecbce958c91b109f5c2d2bc7ef30e8ffe1e;3268d8ac64d5caf7ef246f8750845a75c926ad20ad5630afb09afcd4518a604f;59fde5700948c5343261a88da45207c2d7c9a703525dd547095eefecc1e74863;5e58b94f8f7f27bb365c77c8c8ce75be0a4fc20efe5018b68156cc3ca331d7ce;7a2ffa7826a42abab52bf3f2a7e4899faa5bad3e2e66e8f65ef4dced119b84de;ac80eb2ea9632c7ca9f57f632feb7e5ce00770adc790b489076a120c94f77d44;e2622c06df8eb54a019bfb0a91c78625b66d1fa3968f1f46490efcc04d6977de,18.25,17,19,2b21020f1f8d2715eb449d6a0b8f2ce49e87b207ac51b44e6784bd284b4915b6,19,True,True
sokoban,22,8,160,51,0.31875,0.31875,0.053033008588991064,0.01875,0.25,0.4,original,1,c92d7c36af9d7258b7e411681d1ea993abe748880693d64d053647016a50de7e,17.0,17,17,c92d7c36af9d7258b7e411681d1ea993abe748880693d64d053647016a50de7e,17,True,True
sokoban,22,8,160,51,0.31875,0.31875,0.07039429765866795,0.024888142615654203,0.2,0.4,updated,4,5cb886380efc571b218254a9d1f3347a1846a7dc897fd60b849a85e1334b962c;8aa46d57102e815e0e849a7bf1261553593a78b046ca983932c482e081e2b7f2;9758bf2d2e12eb60bfe3b91532b8e91440d59ad9319d96b6b1add551a22966d5;9882a68715620ae3841833afd3435ddfad948f2efb7c68adecddd535df4febf0,17.875,17,18,c92d7c36af9d7258b7e411681d1ea993abe748880693d64d053647016a50de7e,17,True,True
sokoban,26,8,160,84,0.525,0.525,0.05345224838248487,0.018898223650461357,0.45,0.6,original,1,ae8efaff397c7e6eca94981774b569aea8c7c10d9b2f58b9933250200af7ef98,19.0,19,19,ae8efaff397c7e6eca94981774b569aea8c7c10d9b2f58b9933250200af7ef98,19,True,True
sokoban,26,8,160,86,0.5375,0.5375,0.13024701806293193,0.04604927485081295,0.35,0.7,updated,7,090ca9a547059ac28ed13599c8c3ac65e6aab4614df0e0835267b4db1a0b8097;34904c77a498d5ed2cc136cb92e85ec669f238dbcb751f385d09d2ed78ace936;79b6e14cec110fd3afc1cbf17ea1d80ef1202f2d79cd1e582a60d7a55dd07166;7e529a63f2d58b359e5e7b3d32c80e08724e40163c82e8f1039ace26ae7dd558;ae8efaff397c7e6eca94981774b569aea8c7c10d9b2f58b9933250200af7ef98;b0d3276c01abc3106cd9c36c406c4a5f5c07b2560dc4a76457385ade60051178;bd30ed626be754d4901b104a1ec8f9a92c0c69fa63df7dbbd83011accddc5885,19.5,17,23,ae8efaff397c7e6eca94981774b569aea8c7c10d9b2f58b9933250200af7ef98,19,True,True
sokoban,30,8,160,84,0.525,0.525,0.07559289460184546,0.02672612419124244,0.4,0.65,original,1,629d11e32a9487b2951dd711d2d28849219762d10bc5ea8fe89879eff3870dde,21.0,21,21,629d11e32a9487b2951dd711d2d28849219762d10bc5ea8fe89879eff3870dde,21,True,True
sokoban,30,8,160,84,0.525,0.525,0.0654653670707977,0.02314550249431378,0.45,0.6,updated,7,5d0f2fe0019b3d5fa2726185581ce3c26f2e848220499012f7ea1bc0989f7428;629d11e32a9487b2951dd711d2d28849219762d10bc5ea8fe89879eff3870dde;66ffefd706d645294996aa501f58ebb0223d2c54b0bcb2c547e562999108ba57;71cd2aee5b923edab4fe08065a664ce170bbc0b94cfe41e67d26903d06938568;793cfeb7e4b2bd79c176e497d22edfcc78eb3aa6244e12eca26a096f5a03777d;c16c9cba09808f33397e358f94fcfe506bc98bbd2bcfd1c8b658136a5a0ad56f;ca94b8987adfa30725622be88bcfcce550fc1abf0eae74dd40f12b4b5b4793d6,21.25,19,24,629d11e32a9487b2951dd711d2d28849219762d10bc5ea8fe89879eff3870dde,21,True,True
sokoban,34,8,160,57,0.35625,0.35625,0.05629958132298018,0.01990490786572139,0.25,0.4,original,1,4fc5446b0f49022877fdb4a308f0142979718feea6d957951b1ad26f5eb78732,20.0,20,20,4fc5446b0f49022877fdb4a308f0142979718feea6d957951b1ad26f5eb78732,20,True,True
sokoban,34,8,160,59,0.36875,0.36875,0.06512350903146596,0.023024637425406475,0.25,0.45,updated,8,14048de1794f7f6344c190bac0524a84361d1bce5c2c21d287531d1969ab2597;25532bac0937f756d0925109d416cf27973301e82eef85e7fe1cb05f38cdec6f;38a5a2d372310f6883c13e65ce54dfd4feaf5e113f630ea6a70fe8cbf06f436b;563c33bcd3bbd9979c39348f2d36158a7f93436c4bd04811eb91672886a0ccc2;63ac68412bd9014baf008a69ce2c28adf32722716203de6d937fc8ab53b169f3;744950fc34c345540816e3b019e39ba9d876bc9a9d027b63fac01c6e38872133;a7b70d9d82a474eaae1f51b4d2b25e0bab84d0f472c96c1e2c9558a9e02e51e2;d7a64e2124a8793ad07e097bd7e549736efda4a8e8743d60a4cd55638b014cd6,21.25,21,22,4fc5446b0f49022877fdb4a308f0142979718feea6d957951b1ad26f5eb78732,20,True,True
sokoban,38,8,160,61,0.38125,0.38125,0.09234059624177071,0.032647330890682544,0.3,0.55,original,1,eefb28b60f5f6eedd1338de32bdb425092efd5ad5a3c84058c366f7047ba085f,26.0,26,26,eefb28b60f5f6eedd1338de32bdb425092efd5ad5a3c84058c366f7047ba085f,26,True,True
sokoban,38,8,160,64,0.4,0.4,0.08017837257372734,0.02834733547569205,0.3,0.55,updated,8,134707f805b9b83ce9b38675a31ff47c7e01ac363d9eda9fafe8b962b0f88aff;4ef656137434d67880bd0978042ad51aa15f636eb93f2919590f3e328caa7bdc;631b8447e27fe14ba013922a0bd26a2b00fce917bc126b69dd687918fc34d71d;6bc3e39b9affb7d761472ee718437ec5ae810fc482528c13ec8336cb0c389b40;79b537673316487c7a3a07350b81c90734b6419722a422fbf465219114b4c79f;9d576ca4f99b2fe82db566d0430c74d1b7764b1898aa5e3024853297f547772c;f4928b7e28d4eded8f32b2345e58f7f72e52b1ada1bb2467f62468ae555bb266;f4ee84b4fec0f0e0569118955bb9ddfb3e252510b6c016c99a324ce7620cd13f,24.375,21,28,eefb28b60f5f6eedd1338de32bdb425092efd5ad5a3c84058c366f7047ba085f,26,True,True
