env,state_x,sample_y,num_games,num_success,pass_rate,mean_reward,std_reward,min_reward,max_reward,notebook_hash,notebook_size_lines,reference_prompt_matches_template
frozen_lake,7,7,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,7,8,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,1,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,2,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,3,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,4,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,5,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,6,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,7,10,0,0.0,0.0,0.0,0.0,0.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,8,8,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,53f8f31616e9bd12effc6729ea9029bc2afb5a3cfbfb6fe5a759dc23225e1c86,16,True
frozen_lake,9,1,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,2,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,3,10,7,0.7,0.7,0.48304589153964794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,4,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,5,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,6,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,7,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,9,8,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,1,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,2,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,3,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,4,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,5,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,6,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,7,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,10,8,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,6240740a9b21069f8f4cba3a3e3038d32520e2dd6071caaf6091b9bf67ca9b36,15,True
frozen_lake,11,1,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,2,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,3,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,4,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,5,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,6,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,7,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,11,8,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,1,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,2,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,3,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,4,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,5,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,6,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,7,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,12,8,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,1,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,2,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,3,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,4,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,5,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,6,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,7,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,13,8,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,1,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,2,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,3,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,4,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,5,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,6,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,7,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,14,8,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,7af49fe3e7c1b147b0a2e2af18b7b138820115d32d6fff7468add04973dc1449,16,True
frozen_lake,15,1,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,2,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,3,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,4,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,5,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,6,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,7,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,15,8,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,9921e3feca4c5c34c78a1bcd92a8831edf8ab3f0ea34bca576e11431d178edb1,17,True
frozen_lake,16,1,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,2,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,3,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,4,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,5,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,6,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,7,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,16,8,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,e8b20fa90b0b4705a5500442abaea63e06b0ce692864a9435469c1d6a6abb2fb,16,True
frozen_lake,17,1,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,2,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,3,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,4,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,5,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,6,10,1,0.1,0.1,0.31622776601683794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,7,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,17,8,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,1,10,0,0.0,0.0,0.0,0.0,0.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,2,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,3,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,4,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,5,10,4,0.4,0.4,0.5163977794943223,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,6,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,7,10,5,0.5,0.5,0.5270462766947299,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,18,8,10,2,0.2,0.2,0.4216370213557839,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,1,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
frozen_lake,19,2,10,3,0.3,0.3,0.48304589153964794,0.0,1.0,7b625718766d9f3559c4d3159a120a9c8a2e9fb0c0f38934946c6514b2fe0b0d,16,True
