source,variant,run,env,state_x,condition,num_samples,total_games,mean_sample_pass_rate,median_sample_pass_rate,std_sample_pass_rate
origlogs,thinkahead,origlogs_thinkahead,sokoban,12,original,8,160,0.36875,0.35,0.0923405962417707
origlogs,thinkahead,origlogs_thinkahead,sokoban,12,updated,8,160,0.38125,0.4,0.07039429765866795
origlogs,thinkahead,origlogs_thinkahead,sokoban,13,original,8,160,0.38125,0.375,0.08425090080061036
origlogs,thinkahead,origlogs_thinkahead,sokoban,13,updated,8,160,0.325,0.32499999999999996,0.06546536707079771
origlogs,thinkahead,origlogs_thinkahead,sokoban,14,original,8,160,0.34375,0.3,0.10835622468770047
origlogs,thinkahead,origlogs_thinkahead,sokoban,14,updated,8,160,0.35,0.35,0.07071067811865477
origlogs,thinkahead,origlogs_thinkahead,sokoban,15,original,8,160,0.35625,0.35,0.09797047660246574
origlogs,thinkahead,origlogs_thinkahead,sokoban,15,updated,8,160,0.3875,0.4,0.0790569415042095
origlogs,thinkahead,origlogs_thinkahead,sokoban,16,original,8,160,0.36875,0.375,0.037201190457142264
origlogs,thinkahead,origlogs_thinkahead,sokoban,16,updated,8,160,0.35,0.35,0.046291004988627586
origlogs,thinkahead,origlogs_thinkahead,sokoban,17,original,8,160,0.325,0.32499999999999996,0.07559289460184546
origlogs,thinkahead,origlogs_thinkahead,sokoban,17,updated,8,160,0.35,0.35,0.08451542547285167
origlogs,thinkahead,origlogs_thinkahead,sokoban,18,original,8,160,0.36875,0.375,0.08838834764831845
origlogs,thinkahead,origlogs_thinkahead,sokoban,18,updated,8,160,0.36875,0.4,0.09977653603356423
origlogs,thinkahead,origlogs_thinkahead,sokoban,19,original,8,160,0.30625,0.32499999999999996,0.06781013409302687
origlogs,thinkahead,origlogs_thinkahead,sokoban,19,updated,8,160,0.35,0.32499999999999996,0.07559289460184546
origlogs,thinkahead,origlogs_thinkahead,sokoban,20,original,8,160,0.34375,0.35,0.07763237542601487
origlogs,thinkahead,origlogs_thinkahead,sokoban,20,updated,8,160,0.35,0.35,0.037796447300922735
origlogs,thinkahead,origlogs_thinkahead,sokoban,21,original,8,160,0.35,0.35,0.09636241116594317
origlogs,thinkahead,origlogs_thinkahead,sokoban,21,updated,8,160,0.325,0.35,0.05976143046671968
origlogs,thinkahead,origlogs_thinkahead,sokoban,22,original,8,160,0.30625,0.3,0.07288689868556626
origlogs,thinkahead,origlogs_thinkahead,sokoban,22,updated,8,160,0.35,0.35,0.07071067811865477
origlogs,thinkahead,origlogs_thinkahead,sokoban,23,original,8,160,0.34375,0.32499999999999996,0.06781013409302689
origlogs,thinkahead,origlogs_thinkahead,sokoban,23,updated,8,160,0.33125,0.3,0.09234059624177068
origlogs,thinkahead,origlogs_thinkahead,sokoban,24,original,8,160,0.35625,0.35,0.062321172737911254
origlogs,thinkahead,origlogs_thinkahead,sokoban,24,updated,8,160,0.3625,0.35,0.05824823725107176
origlogs,thinkahead,origlogs_thinkahead,sokoban,25,original,8,160,0.28125,0.3,0.09613049166924836
origlogs,thinkahead,origlogs_thinkahead,sokoban,25,updated,8,160,0.3625,0.35,0.06408699444616558
origlogs,thinkahead,origlogs_thinkahead,sokoban,26,original,8,160,0.30625,0.32499999999999996,0.06781013409302687
origlogs,thinkahead,origlogs_thinkahead,sokoban,26,updated,8,160,0.2875,0.275,0.11259916264596033
origlogs,thinkahead,origlogs_thinkahead,sokoban,27,original,8,160,0.2875,0.3,0.06943650748294136
origlogs,thinkahead,origlogs_thinkahead,sokoban,27,updated,8,160,0.35625,0.32499999999999996,0.10500850305706541
origlogs,thinkahead,origlogs_thinkahead,sokoban,28,original,8,160,0.31875,0.3,0.06512350903146596
origlogs,thinkahead,origlogs_thinkahead,sokoban,28,updated,8,160,0.35,0.35,0.037796447300922735
origlogs,thinkahead,origlogs_thinkahead,sokoban,29,original,8,160,0.31875000000000003,0.32499999999999996,0.13871218918527467
origlogs,thinkahead,origlogs_thinkahead,sokoban,29,updated,8,160,0.31875,0.32499999999999996,0.06512350903146596
origlogs,thinkahead,origlogs_thinkahead,sokoban,30,original,8,160,0.29375,0.3,0.09038607667745546
origlogs,thinkahead,origlogs_thinkahead,sokoban,30,updated,8,160,0.33125,0.35,0.09977653603356425
origlogs,thinkahead,origlogs_thinkahead,sokoban,31,original,8,160,0.48125,0.525,0.09977653603356425
origlogs,thinkahead,origlogs_thinkahead,sokoban,31,updated,8,160,0.33125,0.35,0.10669549461635469
origlogs,thinkahead,origlogs_thinkahead,sokoban,32,original,8,160,0.30625,0.3,0.049551560448255746
origlogs,thinkahead,origlogs_thinkahead,sokoban,32,updated,8,160,0.40625,0.4,0.07288689868556626
origlogs,thinkahead,origlogs_thinkahead,sokoban,33,original,2,55,0.475,0.475,0.03535533905932737
origlogs,thinkahead,origlogs_thinkahead,sokoban,33,updated,2,55,0.42500000000000004,0.42500000000000004,0.03535533905932737
origlogs,thinkahead,origlogs_thinkahead,sokoban,34,original,3,75,0.43333333333333335,0.5,0.11547005383792516
origlogs,thinkahead,origlogs_thinkahead,sokoban,34,updated,3,75,0.3833333333333333,0.35,0.057735026918962595
origlogs,thinkahead,origlogs_thinkahead,sokoban,35,original,3,72,0.4166666666666667,0.4,0.02886751345948128
origlogs,thinkahead,origlogs_thinkahead,sokoban,35,updated,3,71,0.3833333333333333,0.35,0.057735026918962595
origlogs,thinkahead,origlogs_thinkahead,sokoban,36,original,1,35,0.55,0.55,0.0
origlogs,thinkahead,origlogs_thinkahead,sokoban,36,updated,1,34,0.45,0.45,0.0
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,1,original,8,160,0.037500000000000006,0.05,0.035355339059327376
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,1,updated,8,160,0.2125,0.175,0.17268882005337977
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,2,original,8,160,0.20625,0.2,0.07763237542601484
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,2,updated,8,160,0.25,0.25,0.07559289460184544
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,3,original,8,160,0.21875,0.225,0.05938674695827103
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,3,updated,8,160,0.21875,0.2,0.04580626906564521
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,4,original,8,160,0.2375,0.275,0.10938137736509682
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,4,updated,8,160,0.225,0.2,0.059761430466719674
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,5,original,8,160,0.2,0.2,0.08451542547285165
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,5,updated,8,160,0.15625,0.15,0.04955156044825574
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,6,original,8,160,0.5625,0.55,0.04432026302139591
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,6,updated,8,160,0.36874999999999997,0.3,0.23289712627804454
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,7,original,8,160,0.5,0.5,0.07559289460184546
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,7,updated,8,160,0.38125000000000003,0.4,0.16677080080157916
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,8,original,8,160,0.15625,0.15,0.04955156044825574
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,8,updated,8,160,0.2375,0.275,0.09910312089651148
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,9,original,8,160,0.1625,0.15,0.03535533905932738
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,9,updated,8,160,0.25625,0.25,0.09038607667745546
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,10,original,8,160,0.2125,0.225,0.06408699444616557
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,10,updated,8,160,0.225,0.225,0.04629100498862757
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,11,original,8,160,0.19375,0.175,0.056299581322980165
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,11,updated,8,160,0.1875,0.15,0.058248237251071755
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,12,original,8,160,0.18125,0.175,0.07529703086538576
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,12,updated,8,160,0.2625,0.25,0.06943650748294136
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,13,original,8,160,0.275,0.275,0.05976143046671967
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,13,updated,8,160,0.29375,0.275,0.05629958132298017
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,14,original,8,160,0.23125,0.225,0.03720119045714224
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,14,updated,8,160,0.21875,0.225,0.1667708008015792
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,15,original,8,160,0.21875,0.2,0.04580626906564521
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,15,updated,8,160,0.29375,0.3,0.09797047660246573
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,16,original,8,160,0.25,0.225,0.07559289460184543
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,16,updated,8,160,0.2625,0.25,0.051754916950676556
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,17,original,8,160,0.25,0.25,0.059761430466719674
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,17,updated,8,160,0.24375,0.25,0.041726148019814
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,18,original,8,160,0.23125,0.2,0.0458062690656452
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,18,updated,8,160,0.21875,0.225,0.07039429765866793
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,19,original,8,160,0.24375,0.225,0.05629958132298015
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,19,updated,8,160,0.28125,0.25,0.13871218918527464
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,20,original,8,160,0.2625,0.25,0.03535533905932737
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,20,updated,8,160,0.25,0.25,0.037796447300922714
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,21,original,8,160,0.2625,0.25,0.10264362759428511
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,21,updated,8,160,0.25625,0.2,0.09425459443140462
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,22,original,8,160,0.20625000000000002,0.2,0.032043497223082786
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,22,updated,8,160,0.25,0.25,0.07071067811865474
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,23,original,8,160,0.26875,0.275,0.07039429765866793
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,23,updated,8,160,0.2375,0.25,0.05175491695067656
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,24,original,8,160,0.25,0.25,0.046291004988627565
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,24,updated,8,160,0.16875,0.175,0.07039429765866795
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,25,original,8,160,0.21875,0.2,0.04580626906564521
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,25,updated,8,160,0.225,0.25,0.06546536707079771
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,26,original,8,160,0.23125,0.2,0.07529703086538578
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,26,updated,8,160,0.21875,0.25,0.09234059624177068
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,27,original,8,160,0.2,0.2,0.05345224838248488
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,27,updated,8,160,0.2125,0.225,0.04432026302139592
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,28,original,8,160,0.2125,0.2,0.05175491695067656
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,28,updated,8,160,0.1875,0.2,0.03535533905932738
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,29,original,8,160,0.2375,0.25,0.03535533905932737
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,29,updated,8,160,0.2625,0.25,0.051754916950676556
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,30,original,8,160,0.2625,0.275,0.0876274581884664
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,30,updated,8,160,0.26875,0.25,0.06512350903146596
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,31,original,8,160,0.25,0.25,0.037796447300922714
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,31,updated,8,160,0.21875,0.2,0.06512350903146595
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,32,original,8,160,0.24375,0.25,0.06232117273791123
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,32,updated,8,160,0.23125,0.25,0.06512350903146595
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,33,original,8,160,0.2625,0.275,0.0876274581884664
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,33,updated,8,160,0.24375,0.25,0.03204349722308278
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,34,original,8,160,0.2875,0.3,0.051754916950676556
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,34,updated,8,160,0.2625,0.25,0.051754916950676556
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,35,original,8,160,0.275,0.25,0.037796447300922714
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,35,updated,8,160,0.28125,0.25,0.10669549461635468
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,36,original,8,160,0.25625,0.25,0.04955156044825574
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,36,updated,8,160,0.29375,0.3,0.049551560448255746
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,37,original,8,160,0.275,0.275,0.07559289460184544
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,37,updated,8,160,0.33125,0.32499999999999996,0.12229209763045665
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,38,original,8,160,0.275,0.275,0.046291004988627565
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,38,updated,8,160,0.25625,0.275,0.04955156044825573
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,39,original,8,160,0.30624999999999997,0.3,0.041726148019814
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,39,updated,8,160,0.24375,0.25,0.041726148019814
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,40,original,8,160,0.2375,0.25,0.05175491695067656
ownlogs,mechanism,ownlogs_mechanism,frozen_lake,40,updated,8,160,0.2125,0.2,0.05824823725107175
ownlogs,mechanism,ownlogs_mechanism,sokoban,1,original,8,160,0.34375,0.35,0.049551560448255746
ownlogs,mechanism,ownlogs_mechanism,sokoban,1,updated,8,160,0.375,0.32499999999999996,0.14638501094227999
ownlogs,mechanism,ownlogs_mechanism,sokoban,2,original,8,160,0.35,0.35,0.1
ownlogs,mechanism,ownlogs_mechanism,sokoban,2,updated,8,160,0.36875,0.3,0.14865468134476723
ownlogs,mechanism,ownlogs_mechanism,sokoban,3,original,8,160,0.3625,0.35,0.0744023809142845
ownlogs,mechanism,ownlogs_mechanism,sokoban,3,updated,8,160,0.39375,0.35,0.12374368670764582
ownlogs,mechanism,ownlogs_mechanism,sokoban,4,original,8,160,0.3625,0.35,0.07905694150420949
ownlogs,mechanism,ownlogs_mechanism,sokoban,4,updated,8,160,0.36875,0.35,0.07039429765866795
ownlogs,mechanism,ownlogs_mechanism,sokoban,5,original,8,160,0.3625,0.375,0.07905694150420949
ownlogs,mechanism,ownlogs_mechanism,sokoban,5,updated,8,160,0.45,0.4,0.16903085094570333
ownlogs,mechanism,ownlogs_mechanism,sokoban,6,original,8,160,0.36875,0.35,0.06512350903146596
ownlogs,mechanism,ownlogs_mechanism,sokoban,6,updated,8,160,0.30625,0.275,0.1015504800579495
ownlogs,mechanism,ownlogs_mechanism,sokoban,7,original,8,160,0.3,0.3,0.08451542547285165
ownlogs,mechanism,ownlogs_mechanism,sokoban,7,updated,8,160,0.35625,0.3,0.10155048005794952
ownlogs,mechanism,ownlogs_mechanism,sokoban,8,original,8,160,0.35625,0.32499999999999996,0.08634441002668988
ownlogs,mechanism,ownlogs_mechanism,sokoban,8,updated,8,160,0.41875,0.4,0.07039429765866795
ownlogs,mechanism,ownlogs_mechanism,sokoban,9,original,8,160,0.325,0.32499999999999996,0.05976143046671969
ownlogs,mechanism,ownlogs_mechanism,sokoban,9,updated,8,160,0.2875,0.275,0.05824823725107174
ownlogs,mechanism,ownlogs_mechanism,sokoban,10,original,8,160,0.32499999999999996,0.35,0.037796447300922714
ownlogs,mechanism,ownlogs_mechanism,sokoban,10,updated,8,160,0.28125,0.3,0.0458062690656452
ownlogs,mechanism,ownlogs_mechanism,sokoban,11,original,8,160,0.3125,0.3,0.06943650748294136
ownlogs,mechanism,ownlogs_mechanism,sokoban,11,updated,8,160,0.3125,0.32499999999999996,0.05824823725107175
ownlogs,mechanism,ownlogs_mechanism,sokoban,12,original,8,160,0.31875,0.32499999999999996,0.07039429765866795
ownlogs,mechanism,ownlogs_mechanism,sokoban,12,updated,8,160,0.3875,0.4,0.06943650748294136
ownlogs,mechanism,ownlogs_mechanism,sokoban,13,original,8,160,0.3375,0.32499999999999996,0.05824823725107176
ownlogs,mechanism,ownlogs_mechanism,sokoban,13,updated,8,160,0.2875,0.275,0.05824823725107174
ownlogs,mechanism,ownlogs_mechanism,sokoban,14,original,8,160,0.3125,0.3,0.05175491695067657
ownlogs,mechanism,ownlogs_mechanism,sokoban,14,updated,8,160,0.28125,0.3,0.0458062690656452
ownlogs,mechanism,ownlogs_mechanism,sokoban,15,original,8,160,0.31875,0.32499999999999996,0.08425090080061035
ownlogs,mechanism,ownlogs_mechanism,sokoban,15,updated,8,160,0.325,0.3,0.053452248382484885
ownlogs,mechanism,ownlogs_mechanism,sokoban,16,original,8,160,0.3125,0.32499999999999996,0.0744023809142845
ownlogs,mechanism,ownlogs_mechanism,sokoban,16,updated,8,160,0.3,0.3,0.053452248382484864
ownlogs,mechanism,ownlogs_mechanism,sokoban,17,original,8,160,0.33125,0.32499999999999996,0.07039429765866795
ownlogs,mechanism,ownlogs_mechanism,sokoban,17,updated,8,160,0.29375,0.275,0.04955156044825573
ownlogs,mechanism,ownlogs_mechanism,sokoban,18,original,8,160,0.49375,0.5,0.07288689868556625
ownlogs,mechanism,ownlogs_mechanism,sokoban,18,updated,8,160,0.3625,0.375,0.09543135154205278
ownlogs,mechanism,ownlogs_mechanism,sokoban,19,original,2,53,0.3,0.3,0.0
ownlogs,mechanism,ownlogs_mechanism,sokoban,19,updated,2,52,0.35,0.35,0.1414213562373095
ownlogs,mechanism,ownlogs_mechanism,sokoban,20,original,8,160,0.26875,0.275,0.05303300858899105
ownlogs,mechanism,ownlogs_mechanism,sokoban,20,updated,8,160,0.3375,0.35,0.06943650748294138
ownlogs,mechanism,ownlogs_mechanism,sokoban,21,original,8,160,0.35000000000000003,0.4,0.08864052604279184
ownlogs,mechanism,ownlogs_mechanism,sokoban,21,updated,8,160,0.325,0.32499999999999996,0.05976143046671969
ownlogs,mechanism,ownlogs_mechanism,sokoban,22,original,8,160,0.31875,0.32499999999999996,0.053033008588991064
ownlogs,mechanism,ownlogs_mechanism,sokoban,22,updated,8,160,0.31875,0.32499999999999996,0.07039429765866795
ownlogs,mechanism,ownlogs_mechanism,sokoban,24,original,1,32,0.25,0.25,0.0
ownlogs,mechanism,ownlogs_mechanism,sokoban,24,updated,1,31,0.3,0.3,0.0
ownlogs,mechanism,ownlogs_mechanism,sokoban,25,original,8,160,0.48125,0.5,0.06512350903146595
ownlogs,mechanism,ownlogs_mechanism,sokoban,25,updated,8,160,0.53125,0.525,0.05303300858899106
ownlogs,mechanism,ownlogs_mechanism,sokoban,26,original,8,160,0.525,0.5,0.05345224838248487
ownlogs,mechanism,ownlogs_mechanism,sokoban,26,updated,8,160,0.5375,0.575,0.13024701806293193
ownlogs,mechanism,ownlogs_mechanism,sokoban,29,original,8,160,0.54375,0.525,0.10155048005794949
ownlogs,mechanism,ownlogs_mechanism,sokoban,29,updated,8,160,0.525,0.525,0.08864052604279182
ownlogs,mechanism,ownlogs_mechanism,sokoban,30,original,8,160,0.525,0.55,0.07559289460184546
ownlogs,mechanism,ownlogs_mechanism,sokoban,30,updated,8,160,0.525,0.5,0.0654653670707977
ownlogs,mechanism,ownlogs_mechanism,sokoban,33,original,8,160,0.48125,0.475,0.05303300858899107
ownlogs,mechanism,ownlogs_mechanism,sokoban,33,updated,8,160,0.5,0.475,0.08017837257372733
ownlogs,mechanism,ownlogs_mechanism,sokoban,34,original,8,160,0.35625,0.375,0.05629958132298018
ownlogs,mechanism,ownlogs_mechanism,sokoban,34,updated,8,160,0.36875,0.4,0.06512350903146596
ownlogs,mechanism,ownlogs_mechanism,sokoban,37,original,8,160,0.4125,0.4,0.08345229603962803
ownlogs,mechanism,ownlogs_mechanism,sokoban,37,updated,8,160,0.4,0.42500000000000004,0.09258200997725514
ownlogs,mechanism,ownlogs_mechanism,sokoban,38,original,8,160,0.38125,0.35,0.09234059624177071
ownlogs,mechanism,ownlogs_mechanism,sokoban,38,updated,8,160,0.4,0.375,0.08017837257372734
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,1,original,8,160,0.05,0.05,0.02672612419124244
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,1,updated,8,160,0.08125,0.07500000000000001,0.07039429765866795
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,2,original,8,160,0.16875,0.2,0.06512350903146596
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,2,updated,8,160,0.14375000000000002,0.15000000000000002,0.06232117273791125
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,3,original,8,160,0.07500000000000001,0.1,0.03779644730092273
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,3,updated,8,160,0.08750000000000001,0.1,0.07905694150420949
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,4,original,8,160,0.13125,0.15,0.07039429765866795
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,4,updated,8,160,0.08125,0.07500000000000001,0.053033008588991064
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,5,original,8,160,0.075,0.05,0.08017837257372731
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,5,updated,8,160,0.13125,0.125,0.07039429765866795
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,6,original,8,160,0.07500000000000001,0.1,0.03779644730092273
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,6,updated,8,160,0.10625,0.1,0.1015504800579495
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,7,original,8,160,0.06875,0.05,0.059386746958271036
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,7,updated,8,160,0.1,0.07500000000000001,0.10690449676496974
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,8,original,8,160,0.0625,0.05,0.04432026302139592
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,8,updated,8,160,0.1375,0.1,0.15059406173077153
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,9,original,8,160,0.0625,0.05,0.05824823725107175
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,9,updated,8,160,0.16875,0.125,0.17100020885534448
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,10,original,8,160,0.09375,0.07500000000000001,0.06781013409302687
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,10,updated,8,160,0.11875000000000001,0.1,0.07529703086538576
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,11,original,8,160,0.03125,0.0,0.053033008588991064
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,11,updated,8,160,0.0625,0.07500000000000001,0.058248237251071755
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,12,original,8,160,0.125,0.1,0.05345224838248488
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,12,updated,8,160,0.125,0.15,0.05345224838248488
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,13,original,8,160,0.1375,0.15,0.07905694150420949
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,13,updated,8,160,0.14375,0.15,0.09038607667745545
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,14,original,8,160,0.1125,0.1,0.06943650748294136
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,14,updated,8,160,0.08750000000000001,0.1,0.058248237251071755
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,15,original,8,160,0.13125,0.15,0.07529703086538578
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,15,updated,8,160,0.13125,0.125,0.059386746958271036
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,16,original,8,160,0.13125,0.125,0.03720119045714225
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,16,updated,8,160,0.0875,0.05,0.07905694150420949
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,17,original,8,160,0.1625,0.15000000000000002,0.0876274581884664
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,17,updated,8,160,0.15625,0.15,0.09425459443140462
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,18,original,8,160,0.28125,0.275,0.08425090080061035
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,18,updated,8,160,0.2875,0.275,0.07905694150420949
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,19,original,8,160,0.325,0.32499999999999996,0.08017837257372731
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,19,updated,8,160,0.2375,0.225,0.07905694150420947
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,20,original,8,160,0.29375,0.3,0.062321172737911226
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,20,updated,8,160,0.28125,0.275,0.07039429765866793
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,21,original,8,160,0.25625,0.25,0.06232117273791123
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,21,updated,8,160,0.19375,0.175,0.049551560448255746
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,22,original,8,160,0.35,0.35,0.06546536707079773
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,22,updated,8,160,0.38125000000000003,0.42500000000000004,0.1334634781503914
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,23,original,8,160,0.35,0.35,0.07559289460184546
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,23,updated,8,160,0.31875,0.32499999999999996,0.053033008588991064
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,24,original,8,160,0.3125,0.3,0.0744023809142845
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,24,updated,8,160,0.31875,0.3,0.1032939633141398
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,25,original,8,160,0.23125,0.25,0.053033008588991064
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,25,updated,8,160,0.1875,0.2,0.04432026302139592
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,26,original,8,160,0.20625000000000002,0.2,0.032043497223082786
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,26,updated,8,160,0.31875,0.25,0.15103807466993216
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,27,original,8,160,0.25,0.25,0.046291004988627565
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,27,updated,8,160,0.24375,0.225,0.04955156044825573
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,28,original,8,160,0.21875,0.2,0.05938674695827103
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,28,updated,8,160,0.3,0.3,0.11019463300386796
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,29,original,8,160,0.27499999999999997,0.3,0.059761430466719674
ownlogs,thinkahead,ownlogs_thinkahead,frozen_lake,29,updated,8,160,0.31875,0.3,0.06512350903146596
