"env","state_x","source_shard","sample_y","num_games","num_success","pass_rate","mean_reward","std_reward","min_reward","max_reward","complete_sample"
"frozen_lake","35","2","8","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","36","3","1","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","36","3","2","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","36","3","3","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","36","3","4","10","1","0.1","0.1","0.316227766016838","0","1","True"
"frozen_lake","36","3","5","10","5","0.5","0.5","0.52704627669473","0","1","True"
"frozen_lake","36","3","6","10","5","0.5","0.5","0.52704627669473","0","1","True"
"frozen_lake","36","3","7","10","6","0.6","0.6","0.516397779494322","0","1","True"
"frozen_lake","36","3","8","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","37","0","1","10","6","0.6","0.6","0.516397779494322","0","1","True"
"frozen_lake","37","0","2","10","6","0.6","0.6","0.516397779494322","0","1","True"
"frozen_lake","37","0","3","10","5","0.5","0.5","0.52704627669473","0","1","True"
"frozen_lake","37","0","4","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","37","0","5","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","37","0","6","10","1","0.1","0.1","0.316227766016838","0","1","True"
"frozen_lake","37","0","7","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","37","0","8","10","6","0.6","0.6","0.516397779494322","0","1","True"
"frozen_lake","38","1","1","10","5","0.5","0.5","0.52704627669473","0","1","True"
"frozen_lake","38","1","2","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","38","1","3","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","38","1","4","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","38","1","5","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","38","1","6","10","6","0.6","0.6","0.516397779494322","0","1","True"
"frozen_lake","38","1","7","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","38","1","8","10","1","0.1","0.1","0.316227766016838","0","1","True"
"frozen_lake","39","2","1","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","39","2","2","10","5","0.5","0.5","0.52704627669473","0","1","True"
"frozen_lake","39","2","3","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","39","2","4","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","39","2","5","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","39","2","6","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","39","2","7","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","39","2","8","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","40","3","1","10","1","0.1","0.1","0.316227766016838","0","1","True"
"frozen_lake","40","3","2","10","4","0.4","0.4","0.516397779494322","0","1","True"
"frozen_lake","40","3","3","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","40","3","4","10","2","0.2","0.2","0.421637021355784","0","1","True"
"frozen_lake","40","3","5","10","3","0.3","0.3","0.483045891539648","0","1","True"
"frozen_lake","40","3","6","10","1","0.1","0.1","0.316227766016838","0","1","True"
"frozen_lake","40","3","7","10","1","0.1","0.1","0.316227766016838","0","1","True"
"frozen_lake","40","3","8","10","3","0.3","0.3","0.483045891539648","0","1","True"
